"id_doorvaart";"regel";"naam";"muntsoort1";"bedrag1";"muntsoort2";"bedrag2";"muntsoort3";"bedrag3";"korting";"hulp"
"1009946";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1009968";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1009982";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1009996";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1052950";"1";"Fyrpenge";"Skilling";"6";"";"";"";"";"N";""
"1052983";"1";"Fyrpenge";"Daler";"1";"Skilling";"18";"";"";"N";""
"1053002";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1054037";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1054042";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1054052";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1054072";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1054081";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1054091";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1054101";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1054124";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1054140";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1054155";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1054164";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1054210";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1054220";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1054298";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1054298";"2";"Ucertif. skib og ladning";"Rosenobel";"2";"Daler";"1";"";"";"N";""
"1054317";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1054317";"2";"Ucertif. skib og ladning";"Rosenobel";"2";"Daler";"1";"";"";"N";""
"1054335";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1054351";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1054351";"2";"Ucertif. Ladning";"Rosenobel";"1";"Daler";"1/2";"";"";"N";""
"1054401";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1054417";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
