"id_doorvaart";"regel";"van";"naar";"maat";"aantal";"soort";"muntsoort1";"bedrag1";"muntsoort2";"bedrag2";"muntsoort3";"bedrag3";"maat_alt";"aantal_alt";"hulp"
"1009946";"1";"Kønigsberg";"Gothenborg";"Læster";"55";"Rug";"Daler";"27 1/2";"";"";"";"";"";"";""
"1009946";"2";"Kønigsberg";"Gothenborg";"Ahmer";"41";"Korn brandeviin";"Daler";"5";"Skilling";"6";"";"";"";"";""
"1009968";"1";"Memel";"Amsterdam";"Stk.";"171";"F. bielker";"Daler";"5";"Skilling";"17";"";"";"";"";""
"1009968";"2";"Memel";"Amsterdam";"Stk.";"40";"F. dehler";"Daler";"1/2";"";"";"";"";"";"";""
"1009968";"3";"Memel";"Amsterdam";"Skok";"4 1/2";"Klapholt";"Skilling";"5";"";"";"";"";"";"";""
"1009982";"1";"Memel";"Groningen";"Stk.";"156";"F. bielker";"Daler";"4 1/2";"Skilling";"18";"";"";"";"";""
"1009982";"2";"Memel";"Groningen";"Stk.";"63";"Planker";"Daler";"1";"Skilling";"3";"";"";"";"";""
"1009982";"3";"Memel";"Groningen";"Stk.";"31";"F. dehler";"Skilling";"19";"";"";"";"";"";"";""
"1009982";"4";"Memel";"Groningen";"Skok";"3 1/2";"Klapholt";"Skilling";"4";"";"";"";"";"";"";""
"1009996";"1";"Petersborg";"Amsterdam";"Pund";"59489";"Stokf. holt";"Daler";"46";"Skilling";"23";"";"";"";"";""
"1009996";"2";"Petersborg";"Amsterdam";"Ahmer";"407 2/5";"Hamp ollie";"Daler";"38";"Skilling";"10";"";"";"";"";""
"1009996";"3";"Petersborg";"Amsterdam";"Stk.";"550";"Seyldug";"Daler";"42 1/2";"Skilling";"23";"";"";"";"";""
"1009996";"4";"Petersborg";"Amsterdam";"Stk.";"1140";"Ravndug etc.";"Daler";"17 1/2";"Skilling";"15";"";"";"";"";""
"1009996";"5";"Petersborg";"Amsterdam";"Rd.";"200";"Krammerie";"Daler";"2";"";"";"";"";"";"";""
"1052950";"1";"Kiøbenhavn";"Strømstad";"Anker";"55";"Korn brændeviin";"";"";"";"";"";"";"";"";""
"1052983";"1";"Kiøbenhavn";"Island";"-";"-";"Provisioner";"";"";"";"";"";"";"";"";""
"1053002";"1";"Kiøbenhavn";"Leith";"Tønder";"2920";"Byg";"";"";"";"";"";"";"";"";""
"1053002";"2";"Kiøbenhavn";"Leith";"Tønder";"60";"Sæbe";"";"";"";"";"";"";"";"";""
"1054037";"1";"Rotterdam";"Østersøen";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054042";"1";"Rouen";"Østersøen";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054052";"1";"Hamborg";"Østersøen";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054072";"1";"Dublin";"Stettin";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054081";"1";"Altona";"Dantzig";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054091";"1";"Havre de Grace";"Riga";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054101";"1";"Chatam";"Dantzig";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054124";"1";"London";"Østersøen";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054140";"1";"London";"Memel";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054155";"1";"Grangemouth";"Memel";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054164";"1";"London";"Riga";"-";"-";"Ballast og Russiske soldater og matroser";"";"";"";"";"";"";"";"";""
"1054210";"1";"Hamborg";"Østersøen";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054210";"2";"Hamborg";"Sundet";"Pund";"1200";"Tobak";"Daler";"2";"Skilling";"12";"";"";"";"";""
"1054220";"1";"Rotterdam";"Østersøen";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054220";"2";"Rotterdam";"Østersøen";"Rd";"1025";"Genever";"Daler";"12 1/2";"Skilling";"15";"";"";"";"";"Genever wærd 1025 Rd."
"1054298";"1";"Amsterdam";"Dantzig";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054298";"2";"Amsterdam";"Dantzig";"Rd";"1050";"Tag og muursteen";"Daler";"13";"Skilling";"6";"";"";"";"";"Tag og muursteen wærd 1050 Rd."
"1054317";"1";"Schiedam";"Østersøen";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054317";"2";"Schiedam";"Sundet";"Rd";"2400";"Genever";"Daler";"30";"";"";"";"";"";"";"Genever wærd 2400 Rd."
"1054335";"1";"Mesquer";"Riga";"Læst";"87 1/10";"Salt";"Daler";"43 1/2";"Skilling";"3";"";"";"";"";""
"1054351";"1";"London";"Pillau";"Pund";"168";"Læder";"Skilling";"16";"";"";"";"";"";"";""
"1054351";"2";"London";"Pillau";"Pund";"17410";"Caffe";"Daler";"87";"Skilling";"3";"";"";"";"";""
"1054351";"3";"London";"Pillau";"Pund";"6685";"Indigo";"Daler";"50";"Skilling";"7";"";"";"";"";""
"1054351";"4";"London";"Pillau";"Pund";"3170";"Peber";"Daler";"7 1/2";"Skilling";"21";"";"";"";"";""
"1054351";"5";"London";"Pillau";"Skippund";"1 1/6";"Ost";"Skilling";"5";"";"";"";"";"";"";""
"1054351";"6";"London";"Pillau";"Stk.";"160";"Cattuner";"Daler";"6";"Skilling";"12";"";"";"";"";""
"1054351";"7";"London";"Pillau";"Stk.";"15";"Silkestoffer";"Daler";"1";"Skilling";"20";"";"";"";"";""
"1054351";"8";"London";"Pillau";"Oxehd.";"108 9/10";"Rum";"Daler";"54";"Skilling";"22";"";"";"";"";""
"1054351";"9";"London";"Pillau";"Stk.";"200";"Oxehuder";"Daler";"2 1/2";"";"";"";"";"";"";""
"1054351";"10";"London";"Pillau";"Rd.";"35840";"Krammerie";"Daler";"448";"";"";"";"";"";"";""
"1054401";"1";"Leer";"Østersøen";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054417";"1";"Newcastle";"Pillau";"Chalder";"32";"Steen kull";"";"";"";"";"";"";"";"";""
"1054417";"2";"Newcastle";"Pillau";"Chalder";"55";"Slibesteen";"";"";"";"";"";"";"";"";""
"1054417";"3";"Newcastle";"Pillau";"Rd.";"100";"Steentøy";"Daler";"1";"Skilling";"12";"";"";"";"";""
"1054440";"1";"Lewerpool";"Liebau";"Læster";"100";"Salt";"Daler";"50";"";"";"";"";"";"";""
"1054464";"1";"Lewerpool";"Østersøen";"Læster";"115";"Salt";"Daler";"57 1/2";"";"";"";"";"";"";""
"1054480";"1";"Bordeaux";"Stettin";"Fad";"59";"Stads viin";"Daler";"102";"Skilling";"13";"";"";"";"";""
"1054480";"2";"Bordeaux";"Stettin";"Piber";"4";"Brændeviin";"Daler";"4";"";"";"";"";"";"";""
"1054503";"1";"Amsterdam";"Østersøen";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054509";"1";"Hull";"Østersøen";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054516";"1";"Hull";"Rostock";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054524";"1";"London";"Østersøen";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054533";"1";"Hull";"Stettin";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054543";"1";"Antwerpen";"Stockholm";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054550";"1";"London";"Memel";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054564";"1";"London";"Dantzig";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1054575";"1";"Gothenborg";"Stettin";"Pund";"7955";"Caffe";"Daler";"39 1/2";"Skilling";"14";"";"";"";"";""
"1054588";"1";"Gothenborg";"Rygenwalde";"Pund";"44204";"Sukker";"Daler";"82 1/2";"Skilling";"19";"";"";"";"";""
"1054607";"1";"Lewerpool";"Riga";"Læst";"195 1/2";"Salt";"Daler";"97 1/2";"Skilling";"12";"";"";"";"";""
"1054627";"1";"Lewerpool";"Memel";"Læster";"180";"Salt";"Daler";"90";"";"";"";"";"";"";""
