"id_doorvaart";"regel";"naam";"muntsoort1";"bedrag1";"muntsoort2";"bedrag2";"muntsoort3";"bedrag3";"korting";"hulp"
"969056";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"969305";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"969376";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"969419";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"969459";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"969477";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"969498";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"969521";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"969549";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"969563";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"969622";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"969635";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"969652";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"969666";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"969708";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"969744";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"969771";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"969831";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"970481";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"970525";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"970534";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"970632";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"970647";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"970672";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"970717";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"970727";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"970763";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"970792";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"970814";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"970824";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"970835";"1";"Fyrpenge";"Skilling";"16";"";"";"";"";"N";""
"970853";"1";"Fyrpenge";"Skilling";"15";"";"";"";"";"N";""
"970868";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"970896";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"970959";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971013";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"971113";"1";"Fyrpenge";"Skilling";"18";"";"";"";"";"N";""
"971134";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971185";"1";"Fyrpenge";"Skilling";"16";"";"";"";"";"N";""
"971214";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971218";"1";"Fyrpenge";"Skilling";"14";"";"";"";"";"N";""
"971254";"1";"Fyrpenge";"Skilling";"13";"";"";"";"";"N";""
"971257";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971270";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971323";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971341";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"971354";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"971367";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"971381";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"971391";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"971409";"1";"Fyrpenge";"Daler";"1";"";"";"";"";"N";""
"971447";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971473";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971474";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971495";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971497";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971530";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971567";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971570";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971613";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"971620";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971657";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971661";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"971661";"2";"Tøndepenge";"Daler";"1/2";"";"";"";"";"N";"Tøndep."
"971661";"3";"Havnepenge";"Daler";"1/2";"";"";"";"";"N";"Havnep."
"971664";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971704";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"971711";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971763";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971769";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"971788";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"971789";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971808";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971812";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"971875";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971877";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971902";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971909";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971923";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971954";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971954";"2";"Tøndepenge";"Daler";"1/2";"";"";"";"";"N";"Tøndep."
"971954";"3";"Havnepenge";"Daler";"1/2";"";"";"";"";"N";"Havnep."
"971954";"4";"Ucertif. Skib og Ladning";"Rosenobel";"2";"Daler";"1";"";"";"N";""
"971959";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"971974";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"971981";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972024";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972050";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972058";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972072";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972120";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972135";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972182";"1";"Fyrpenge";"Daler";"1";"";"";"";"";"N";""
"972207";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972213";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972221";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972242";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972253";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972261";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972261";"2";"Tøndepenge";"Daler";"1/2";"";"";"";"";"N";"Tøndep."
"972261";"3";"Havnepenge";"Daler";"1/2";"";"";"";"";"N";"Havnep."
"972261";"4";"Fremmede gods";"Rosenobel";"1";"Daler";"1/2";"";"";"N";"Fremmed Ladning"
"972274";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972296";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972315";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972342";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972363";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972363";"2";"Tøndepenge";"Daler";"1/2";"";"";"";"";"N";"Tøndep."
"972415";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972415";"2";"Lubeck gods";"Rosenobel";"1";"Daler";"1/2";"";"";"N";"Lubecker gods"
"972429";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972429";"2";"Tøndepenge";"Daler";"1/2";"";"";"";"";"N";"Tøndep."
"972429";"3";"Havnepenge";"Daler";"1/2";"";"";"";"";"N";"Havnep."
"972435";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972443";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972466";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972470";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972470";"2";"Tøndepenge";"Daler";"1/2";"";"";"";"";"N";"Tøndep."
"972470";"3";"Havnepenge";"Daler";"1/2";"";"";"";"";"N";"Havnep."
"972470";"4";"Fremmede gods";"Rosenobel";"1";"Daler";"1/2";"";"";"N";"Fremmed Ladning"
"972541";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972555";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972570";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972585";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972607";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972620";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972630";"1";"Fyrpenge";"Daler";"1";"";"";"";"";"N";""
"972643";"1";"Tøndepenge";"Daler";"1/2";"";"";"";"";"N";"Tøndep."
"972646";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972652";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972652";"2";"Tøndepenge";"Daler";"1/2";"";"";"";"";"N";"Tøndep."
"972652";"3";"Havnepenge";"Daler";"1/2";"";"";"";"";"N";"Havnep."
"972728";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972746";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972746";"2";"Vide folio";"Daler";"9 1/2";"Skilling";"9";"";"";"N";""
"972770";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972777";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972789";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972826";"1";"Fyrpenge";"Daler";"1";"";"";"";"";"N";""
"972834";"1";"Fyrpenge";"Daler";"1";"";"";"";"";"N";""
"972859";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972870";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972872";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972878";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972893";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972901";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"972915";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"972971";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973039";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973040";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973088";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973142";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973152";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973173";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973193";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973209";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973237";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973269";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973307";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973377";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973399";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"973447";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973466";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973487";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"973511";"1";"Fyrpenge";"Skilling";"18";"";"";"";"";"N";""
"973536";"1";"Fyrpenge";"Skilling";"18";"";"";"";"";"N";""
"973550";"1";"Fyrpenge";"Skilling";"16";"";"";"";"";"N";""
"973626";"1";"Fyrpenge";"Skilling";"12";"";"";"";"";"N";""
"973651";"1";"Fyrpenge";"Skilling";"14";"";"";"";"";"N";""
"973677";"1";"Fyrpenge";"Skilling";"16";"";"";"";"";"N";""
"975482";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"975538";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"975660";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"975762";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"975762";"2";"Lubeck gods";"Rosenobel";"1";"Daler";"1/2";"";"";"N";"Lubecker gods"
"975782";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"975805";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"975809";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"975815";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"975857";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"975869";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"975876";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"975893";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"975909";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"975909";"2";"Rostocker gods";"Rosenobel";"1";"Daler";"1/2";"";"";"N";""
"975943";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"975961";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"975976";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"975991";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"976028";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"976086";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
