"id_doorvaart";"regel";"naam";"muntsoort1";"bedrag1";"muntsoort2";"bedrag2";"muntsoort3";"bedrag3";"korting";"hulp"
"1031872";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1031890";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1031903";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1032028";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1032055";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1032082";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1032120";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1032148";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1033112";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1033240";"1";"Fyrpenge";"Skilling";"8";"";"";"";"";"N";""
"1033507";"1";"Fyrpenge";"Skilling";"7";"";"";"";"";"N";""
"1033526";"1";"Fyrpenge";"Skilling";"12";"";"";"";"";"N";""
"1033540";"1";"Fyrpenge";"Skilling";"10";"";"";"";"";"N";""
"1033558";"1";"Fyrpenge";"Skilling";"12";"";"";"";"";"N";""
"1033581";"1";"Fyrpenge";"Skilling";"14";"";"";"";"";"N";""
"1033730";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1033742";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1033764";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1033815";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1033822";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1033847";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1033855";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1033894";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1033903";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1033927";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1034034";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1034073";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1034079";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1034092";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1034149";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1034158";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1034184";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1034199";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
