"id_doorvaart";"regel";"van";"naar";"maat";"aantal";"soort";"muntsoort1";"bedrag1";"muntsoort2";"bedrag2";"muntsoort3";"bedrag3";"maat_alt";"aantal_alt";"hulp"
"1010847";"1";"Uddevalla";"Petersborg";"Tønder";"850";"Sild";"Daler";"35";"Skilling";"20";"";"";"";"";""
"1010852";"1";"Riga";"London";"Tønder";"2338";"Hørfrøe";"Daler";"73";"Skilling";"3";"";"";"";"";""
"1010858";"1";"Riga";"London";"Skippund";"123";"Fin hør";"";"";"";"";"";"";"";"";""
"1010858";"2";"Riga";"London";"Lispund";"8";"Fin hør";"";"";"";"";"";"";"";"";""
"1010858";"3";"Riga";"London";"Pund";"2";"Fin hør";"Daler";"30 1/2";"Skilling";"17";"";"";"";"";""
"1010858";"4";"Riga";"London";"Tønder";"1450";"Hørfrøe";"Daler";"45";"Skilling";"15";"";"";"";"";""
"1010858";"5";"Riga";"London";"Ste.";"20";"Vognskud";"Skilling";"8";"";"";"";"";"";"";""
"1010858";"6";"Riga";"London";"Rd.";"405";"Kiøbmandskaber";"Daler";"4";"Skilling";"3";"";"";"";"";""
"1010866";"1";"Stockholm";"London";"Skippund";"1712";"Stangjern";"";"";"";"";"";"";"";"";""
"1010866";"2";"Stockholm";"London";"Lispund";"6";"Stangjern";"Daler";"142 1/2";"Skilling";"10";"";"";"";"";""
"1010866";"3";"Stockholm";"London";"Tylter";"102 1/2";"Ord. bræder";"Daler";"1/2";"Skilling";"21";"";"";"";"";""
"1010866";"4";"Stockholm";"London";"Rd.";"50";"Kiøbmandskaber";"Daler";"1/2";"";"";"";"";"";"";""
"1010877";"1";"Riga";"Stockton";"Skippund";"456";"Fin hør";"";"";"";"";"";"";"";"";""
"1010877";"2";"Riga";"Stockton";"Lispund";"15";"Fin hør";"";"";"";"";"";"";"";"";""
"1010877";"3";"Riga";"Stockton";"Pund";"4";"Fin hør";"Daler";"114";"Skilling";"10";"";"";"";"";""
"1010877";"4";"Riga";"Stockton";"Skippund";"71";"Ord. hør";"";"";"";"";"";"";"";"";""
"1010877";"5";"Riga";"Stockton";"Lispund";"19";"Ord. hør";"";"";"";"";"";"";"";"";""
"1010877";"6";"Riga";"Stockton";"Pund";"14 1/2";"Ord. hør";"Daler";"12";"";"";"";"";"";"";""
"1010877";"7";"Riga";"Stockton";"Skippund";"101";"Hamp";"";"";"";"";"";"";"";"";""
