"id_doorvaart";"regel";"van";"naar";"maat";"aantal";"soort";"muntsoort1";"bedrag1";"muntsoort2";"bedrag2";"muntsoort3";"bedrag3";"maat_alt";"aantal_alt";"hulp"
"1009703";"1";"Colberg";"Gottenborg";"-";"-";"Baglast";"";"";"";"";"";"";"";"";""
"1009743";"1";"Colberg";"Gottenborg";"-";"-";"Baglast";"";"";"";"";"";"";"";"";""
"1009904";"1";"Høganæs";"Kiøbenhavn";"Tønder";"240";"Steenkul";"";"";"";"";"";"";"";"";""
"1009953";"1";"Høganæs";"Kiøbenhavn";"Tønder";"300";"Steenkul";"";"";"";"";"";"";"";"";""
"1009967";"1";"Kiøbenhavn";"Hoganæs";"-";"-";"Baglast";"";"";"";"";"";"";"";"";""
"1009979";"1";"Kongelf";"Malmøe";"Læster";"21";"Sild";"";"";"";"";"";"";"";"";""
"1009979";"2";"Kongelf";"Malmøe";"Tønde";"9";"Sild";"Daler";"10 1/2";"Skilling";"18";"";"";"";"";""
"1009991";"1";"Høganæs";"Helsingøer";"Tønder";"24";"Steenkul";"";"";"";"";"";"";"";"";""
"1010002";"1";"Kiøbenhavn";"Høyanæs";"-";"-";"Baglast";"";"";"";"";"";"";"";"";""
"1010011";"1";"Malmøe";"Gottenborg";"Tønder";"180";"Rug";"Daler";"4 1/2";"";"";"";"";"";"";""
"1010011";"2";"Malmøe";"Gottenborg";"Tønder";"225";"Malt";"Daler";"4";"Skilling";"11";"";"";"";"";""
"1010058";"1";"Landscrona";"Gottenborg";"-";"-";"Baglast";"";"";"";"";"";"";"";"";""
"1010123";"1";"Gottenborg";"Rostock";"Tønde";"600";"Sild";"Daler";"25";"";"";"";"";"";"";""
"1012137";"1";"Gothenborg";"Carlshavn";"Pund";"62872";"Sukker";"Daler";"117 1/2";"Skilling";"19";"";"";"";"";""
"1012137";"2";"Gothenborg";"Carlshavn";"Pund";"18900";"Caffe";"Daler";"94 1/2";"";"";"";"";"";"";""
"1012137";"3";"Gothenborg";"Carlshavn";"Pund";"532";"Caneel etc.";"Daler";"4";"";"";"";"";"";"";""
"1012137";"4";"Gothenborg";"Carlshavn";"Pund";"250";"Købber";"Skilling";"15";"";"";"";"";"";"";""
"1012206";"1";"Høganæs";"Kiøbenhavn";"Tønde";"40";"Kull";"";"";"";"";"";"";"";"";""
"1012214";"1";"Høganæs";"Kiøbenhavn";"Tønde";"28";"Steenkul";"";"";"";"";"";"";"";"";""
"1012223";"1";"Høgenæs";"Kiøbenhavn";"Tønde";"24";"Steenkull";"";"";"";"";"";"";"";"";""
"1012238";"1";"Gottenborg";"Stockholm";"Læster";"30";"Sild";"Daler";"15";"";"";"";"";"";"";""
"1012246";"1";"Gottenborg";"Landscrone";"Læster";"19";"Sild";"";"";"";"";"";"";"";"";""
"1012246";"2";"Gottenborg";"Landscrone";"Tønder";"3";"Sild";"Daler";"9 1/2";"Skilling";"6";"";"";"";"";""
"1016100";"1";"Høgenæs";"Kiobenhavn";"Tønder";"800";"Steenkull";"";"";"";"";"";"";"";"";""
"1016130";"1";"Flensborg";"Thiømøe";"Ladning";"-";"Tran og fisk";"";"";"";"";"";"";"";"";""
"1016214";"1";"Kiøbenhavn";"Hoganæs";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1016214";"2";"Kiøbenhavn";"Hoganæs";"-";"1";"Brugt holsteensk vogen";"";"";"";"";"";"";"";"";""
"1016229";"1";"Kiøbenhavn";"Christiania";"-";"-";"Kramvare m. m.";"";"";"";"";"";"";"";"";""
"1016240";"1";"Høgenæs";"Kiobenhavn";"Tønder";"273";"Kull";"";"";"";"";"";"";"";"";""
"1016246";"1";"Kiobenhavn";"Christiania";"-";"-";"Kramvare m. m.";"";"";"";"";"";"";"";"";""
"1016263";"1";"Christiania";"Kiobenhavn";"Partie";"-";"Gl. vare m.m.";"";"";"";"";"";"";"";"";""
"1016263";"2";"Christiania";"Kiobenhavn";"Skippund";"12";"Stangjern";"";"";"";"";"";"";"";"";""
"1016263";"3";"Christiania";"Kiobenhavn";"Lispund";"10";"Stangjern";"";"";"";"";"";"";"";"";""
"1016263";"4";"Christiania";"Kiobenhavn";"Pund";"8";"Stangjern";"Daler";"1";"Skilling";"3";"";"";"";"";""
"1016263";"5";"Christiania";"Kiobenhavn";"Skippund";"1";"Jernplader";"";"";"";"";"";"";"";"";""
"1016263";"6";"Christiania";"Kiobenhavn";"Lispund";"14";"Jernplader";"Skilling";"11";"";"";"";"";"";"";""
"1016284";"1";"Bergen";"Kiøbenhavn";"Endeel";"-";"Torsk m. m.";"";"";"";"";"";"";"";"";""
"1016284";"2";"Bergen";"Kiøbenhavn";"Tonder";"240";"Salt";"Daler";"6 1/2";"Skilling";"8";"";"";"";"";""
"1016304";"1";"Christiania";"Kiøbenhavn";"-";"-";"Trælast m. m.";"";"";"";"";"";"";"";"";""
"1016304";"2";"Christiania";"Kiøbenhavn";"Lispund";"15";"Jernblikplader";"Skilling";"5";"";"";"";"";"";"";""
"1016323";"1";"Høgenæs";"Kiobenhavn";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1016334";"1";"Warborg";"Kiobenhavn";"Tønder";"209";"Steenkull";"";"";"";"";"";"";"";"";""
"1016334";"2";"Warborg";"Kiobenhavn";"Tylter";"35";"Ord. bræder";"Skilling";"16";"";"";"";"";"";"";""
"1016334";"3";"Warborg";"Kiobenhavn";"Læster";"4";"Vendues glas";"Skilling";"15";"";"";"";"";"";"";""
"1016334";"4";"Warborg";"Kiobenhavn";"Skippund";"4";"Søm";"";"";"";"";"";"";"";"";""
"1016334";"5";"Warborg";"Kiobenhavn";"Lispund";"2 1/2";"Søm";"Daler";"1";"Skilling";"2";"";"";"";"";""
"1016362";"1";"Marstrand";"Malmøe";"Tønder";"260";"Sild";"Daler";"10 1/2";"Skilling";"16";"";"";"";"";""
"1016377";"1";"Kiøbenhavn";"Christiania";"-";"-";"Kramvare m. m.";"";"";"";"";"";"";"";"";""
"1016387";"1";"Høgenæss";"Kiobenhavn";"Tønder";"300";"Steenkull";"";"";"";"";"";"";"";"";""
"1016406";"1";"Kiøbenhavn";"Hoganæs";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1016418";"1";"Østerrisøer";"Kiøbenhavn";"Partie";"-";"Norsk jern m. m.";"";"";"";"";"";"";"";"";""
"1016435";"1";"Høgenæs";"Kiobenhavn";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1016450";"1";"Fahrsund";"Kiøbenhavn";"Endeel";"-";"Saltet torsk";"";"";"";"";"";"";"";"";""
"1016462";"1";"Hammerfest";"Kiøbenhavn";"Endeel";"-";"Fiskware";"";"";"";"";"";"";"";"";""
"1016489";"1";"Tønsberg";"Kiøbenhavn";"-";"-";"Norsk salt m. m.";"";"";"";"";"";"";"";"";""
"1016502";"1";"Helland";"Kiøbenhavn";"Tønder";"209 1/4";"Salt";"Daler";"8 1/2";"Skilling";"11";"";"";"";"";""
"1016502";"2";"Helland";"Kiøbenhavn";"Tønder";"3 1/2";"Cabliau";"Skilling";"4";"";"";"";"";"";"";""
"1016513";"1";"Gottenborg";"Malmøe";"Læster";"37";"Sild";"";"";"";"";"";"";"";"";""
"1016513";"2";"Gottenborg";"Malmøe";"Tønde";"9";"Sild";"Daler";"18 1/2";"Skilling";"18";"";"";"";"";""
"1016515";"1";"Drammen";"Kiobenhavn";"-";"-";"Trælast";"";"";"";"";"";"";"";"";""
"1016562";"1";"Island";"Kiobenhavn";"-";"-";"Islandske producten";"";"";"";"";"";"";"";"";""
"1016574";"1";"Christiania";"Kiobenhavn";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1016584";"1";"Island";"Kiobenhavn";"-";"-";"Islandsk producter";"";"";"";"";"";"";"";"";""
"1016596";"1";"Høgenæs";"Kiobenhavn";"Tønder";"680";"Stenkull";"";"";"";"";"";"";"";"";""
"1016612";"1";"Langesund";"Kiobenhavn";"Partie";"-";"Steenkull m. m.";"";"";"";"";"";"";"";"";""
"1016635";"1";"Fahrsund";"Kiobenhavn";"Ladning";"-";"Sild og tørfisk";"";"";"";"";"";"";"";"";""
"1016645";"1";"London";"Kiobenhavn";"-";"-";"Ballast";"";"";"";"";"";"";"";"";""
"1016663";"1";"Kiobenhavn";"Island";"-";"-";"Cargaison og provision";"";"";"";"";"";"";"";"";""
"1016670";"1";"Christiania";"Kiobenhavn";"Partie";"-";"Glasvare m. m.";"";"";"";"";"";"";"";"";""
"1016670";"2";"Christiania";"Kiobenhavn";"Pund";"724";"Peber";"Daler";"1 1/2";"Skilling";"15";"";"";"";"";""
"1016689";"1";"Kiobenhavn";"Bergen";"Partie";"-";"Erter m. m.";"";"";"";"";"";"";"";"";""
"1016695";"1";"Kiobenhavn";"Farøe";"Partie";"-";"Byg";"";"";"";"";"";"";"";"";""
"1017280";"1";"Gottenborg";"Malmøe";"Læster";"15";"Sild";"";"";"";"";"";"";"";"";""
"1017280";"2";"Gottenborg";"Malmøe";"Tønde";"5";"Sild";"Daler";"7 1/2";"Skilling";"10";"";"";"";"";""
"1017280";"3";"Gottenborg";"Malmøe";"Anker";"1";"Bomolie";"Skilling";"3";"";"";"";"";"";"";""
"1017280";"4";"Gottenborg";"Malmøe";"Pund";"10";"Blyant";"Skilling";"1";"";"";"";"";"";"";""
"1017280";"5";"Gottenborg";"Malmøe";"Pund";"20";"Corender";"Skilling";"1";"";"";"";"";"";"";""
"1017280";"6";"Gottenborg";"Malmøe";"Pund";"30";"Caneel";"Skilling";"11";"";"";"";"";"";"";""
"1017280";"7";"Gottenborg";"Malmøe";"Pund";"55";"Mandler";"Skilling";"5";"";"";"";"";"";"";""
"1017280";"8";"Gottenborg";"Malmøe";"Pund";"30";"Peber";"Skilling";"4";"";"";"";"";"";"";""
"1017280";"9";"Gottenborg";"Malmøe";"Oxehd.";"1";"Vinedike";"Skilling";"12";"";"";"";"";"";"";""
"1017280";"10";"Gottenborg";"Malmøe";"Pund";"6615";"Caffe";"Daler";"33";"Skilling";"4";"";"";"";"";""
"1017280";"11";"Gottenborg";"Malmøe";"Pund";"4212";"Riis";"Daler";"3 1/2";"Skilling";"22";"";"";"";"";""
"1017280";"12";"Gottenborg";"Malmøe";"Pund";"1316";"Bleghvidt";"Skilling";"20";"";"";"";"";"";"";""
"1017280";"13";"Gottenborg";"Malmøe";"Kister";"6";"Citroner etc.";"Skilling";"12";"";"";"";"";"";"";""
"1017280";"14";"Gottenborg";"Malmøe";"Pund";"1794";"Tobaksblade";"Daler";"3";"Skilling";"18";"";"";"";"";""
"1017280";"15";"Gottenborg";"Malmøe";"Pund";"135";"Svedsker";"Skilling";"4";"";"";"";"";"";"";""
"1017280";"16";"Gottenborg";"Malmøe";"Rd.";"170";"Kiøbmandskaber";"Daler";"1 1/2";"Skilling";"10";"";"";"";"";""
"1017566";"1";"Uddevalla";"Malmøe";"Tønde";"440";"Sild";"Daler";"18";"Skilling";"16";"";"";"";"";""
"1018956";"1";"Gottenborg";"Kiøbenhavn";"Pund";"120000";"Sukker";"Daler";"225";"";"";"";"";"";"";""
"1018956";"2";"Gottenborg";"Kiøbenhavn";"Pund";"32000";"Caffe bønner";"Daler";"160";"";"";"";"";"";"";""
"1018956";"3";"Gottenborg";"Kiøbenhavn";"Pund";"6400";"Rosingryn";"Daler";"6";"";"";"";"";"";"";""
"1018978";"1";"Gothenborg";"Colberg";"Pund";"227990";"Sukker";"Daler";"427 1/2";"";"";"";"";"";"";""
"1018978";"2";"Gothenborg";"Colberg";"Pund";"119392";"Caffebønner";"Daler";"596 1/2";"Skilling";"23";"";"";"";"";""
"1019028";"1";"Gothenborg";"Malmøe";"Læster";"19";"Sild";"";"";"";"";"";"";"";"";""
"1019028";"2";"Gothenborg";"Malmøe";"Tønde";"8";"Sild";"Daler";"9 1/2";"Skilling";"16";"";"";"";"";""
"1019106";"1";"Gottenborg";"Stockholm";"Læster";"25";"Sild";"Daler";"12 1/2";"";"";"";"";"";"";""
"1019116";"1";"Gottenborg";"Colberg";"Pund";"14400";"Farvetræ";"Daler";"9";"";"";"";"";"";"";""
"1019116";"2";"Gottenborg";"Colberg";"Pund";"190400";"Sukker";"Daler";"357";"";"";"";"";"";"";""
