"id_doorvaart";"regel";"van";"naar";"maat";"aantal";"soort";"muntsoort1";"bedrag1";"muntsoort2";"bedrag2";"muntsoort3";"bedrag3";"maat_alt";"aantal_alt";"hulp"
"805124";"1";"Hamborg";"Kiøbenhavn";"-";"235";"Krum holter";"Daler";"7";"Skilling";"3";"";"";"";"";""
"805124";"2";"Hamborg";"Kiøbenhavn";"-";"52";"Planker";"Daler";"1/2";"Skilling";"18";"";"";"";"";""
"805124";"3";"Hamborg";"Kiøbenhavn";"Endeel";"-";"Trælast";"";"";"";"";"";"";"";"";""
"805156";"1";"Tronhiem";"Rostock";"Tønder";"722 1/2";"Sild etc. defens.";"Daler";"7 1/2";"Skilling";"2";"";"";"";"";""
"805192";"1";"Rostock";"Hull";"Læster";"42";"Hvede";"Daler";"50";"Skilling";"20";"";"";"Læster";"50 2/5";"Hvede giør 50 2/5 læster"
"805209";"1";"Rostock";"London";"Læster";"52";"Hvede";"Daler";"23";"Skilling";"20";"";"";"Læster";"62 2/5";"Hvede giør 62 2/5 læster"
"805219";"1";"Rostock";"London";"Læster";"61";"Byg";"Daler";"36 1/2";"Skilling";"5";"";"";"Læster";"73 1//5";"Byg giør 73 1//5 læster"
"805230";"1";"Rostock";"London";"Læster";"36";"Hvede";"Daler";"43";"Skilling";"10";"";"";"Læster";"43 1/5";"Hvede giør 43 1/5 læster"
"805230";"2";"Rostock";"London";"Læster";"24";"Havre";"Daler";"7";"Skilling";"10";"";"";"Læster";"28 4/5";"Havre giør 28 4/5 læster"
"805240";"1";"Christiansund";"Rostock";"Tønder";"368";"Sild defension";"Daler";"3 1/2";"Skilling";"16";"";"";"";"";""
"805249";"1";"London";"Rostock";"-";"-";"Baglast";"";"";"";"";"";"";"";"";""
"805253";"1";"Rostock";"Hull";"Læster";"42";"Hvede";"Daler";"50";"Skilling";"20";"";"";"Læster";"50 2/5";"Hvede giør 50 2/5 læster"
"805253";"2";"Rostock";"Hull";"Læster";"12";"Rug";"Daler";"7";"Skilling";"10";"";"";"Læster";"14 2/5";"Rug 14 2/5 læster"
"805260";"1";"London";"Rostock";"-";"-";"Baglast";"";"";"";"";"";"";"";"";""
"805305";"1";"Rostock";"London";"Læster";"48 1/2";"Hvede";"Daler";"58";"Skilling";"10";"";"";"Læster";"58 1/5";"Hvede giør 58 1/5 læster"
"805318";"1";"Gothenborg";"Rostock";"Ahmer";"349";"Tran";"Daler";"21 1/2";"Skilling";"15";"";"";"";"";""
"805318";"2";"Gothenborg";"Rostock";"Tønder";"360";"Sild";"Daler";"15";"";"";"";"";"";"";""
"805327";"1";"Tronhiem og Christiansund";"Rostock";"Tønder";"886";"Sild defension";"Daler";"9";"Skilling";"11";"";"";"";"";""
"805336";"1";"Gothenborg";"Stralsund";"Tønder";"650";"Sild";"Daler";"27";"Skilling";"4";"";"";"";"";""
"805336";"2";"Gothenborg";"Stralsund";"Ahmer";"50";"Tran";"Daler";"3";"Skilling";"6";"";"";"";"";""
"805350";"1";"Colberg";"Gothenborg";"-";"-";"Baglast";"";"";"";"";"";"";"";"";""
"805357";"1";"Colberg";"Gothenborg";"-";"-";"Baglast";"";"";"";"";"";"";"";"";""
"805362";"1";"Colberg";"Gothenborg";"-";"-";"Baglast";"";"";"";"";"";"";"";"";""
"805363";"1";"London";"Rostock";"-";"-";"Baglast";"";"";"";"";"";"";"";"";""
"805367";"1";"Rostock";"Bergen";"Læster";"27";"Rug";"Daler";"14 1/2";"Skilling";"17";"";"";"Læster";"39 3/5";"Rug giør 39 3/5 læster"
"805367";"2";"Rostock";"Bergen";"Læster";"6";"Byg";"";"";"";"";"";"";"Læster";"39 3/5";"Byg giør 39 3/5 læster"
"805367";"3";"Rostock";"Bergen";"Læster";"1/2";"Erter defension";"Skilling";"3";"";"";"";"";"";"";""
"805404";"1";"Rostock";"Newcastle";"Læster";"38";"Rug";"Daler";"17";"Skilling";"5";"";"";"Læster";"45 3/5";"Rug giør 45 3/5 læster"
"805414";"1";"Rostock";"Hull";"Læster";"38";"Rug";"Daler";"17";"Skilling";"5";"";"";"Læster";"45 3/5";"Rug giør 45 3/5 læster"
"805423";"1";"Rostock";"Leith";"Læster";"37";"Hvede";"Daler";"16 1/2";"Skilling";"8";"";"";"Læster";"44 2/5";"Hvede giør 44 2/5 læster"
"805423";"2";"Rostock";"Leith";"Læster";"8";"Erter";"Daler";"2";"";"";"";"";"";"";""
"805432";"1";"Rostock";"Newcastle";"Læster";"37";"Rug";"Daler";"20";"Skilling";"12";"";"";"Læster";"54";"Rug gior 54 læster"
"805432";"2";"Rostock";"Newcastle";"Læster";"8";"Byg";"";"";"";"";"";"";"Læster";"54";"Byg giør 54 læster"
"805432";"3";"Rostock";"Newcastle";"Læster";"1/2";"Erter";"Skilling";"6";"";"";"";"";"";"";""
